did,n_samples,n_features,imbalance_ratio,avg_corr,class_sep,best_algo
23517,25000,21,0.9795708290442632,0.2663131039930174,0.051081076,LogisticRegression
40922,25000,6,0.9968051118210862,0.126294178753093,6.1279497,RandomForest
41162,25000,32,0.1402508551881414,0.0,49.977123,RandomForest
45022,25000,7,1.0,0.1269319442476979,1.74033,LogisticRegression
45547,25000,11,0.9988806268489646,0.0,1196.6909,LogisticRegression
45035,25000,31,1.0,0.0,1036.5364,LogisticRegression
1590,25000,14,0.3145441161005363,0.0,49.977123,RandomForest
179,25000,14,0.3145441161005363,0.0,49.977123,RandomForest
43898,25000,14,0.3147515119642388,0.0,49.977123,RandomForest
151,25000,8,0.7378006395106353,0.0,0.27446574,RandomForest
1461,25000,16,0.1325028312570781,0.0,617.1311,LogisticRegression
46526,25000,23,0.2857436741411232,0.0712879269474663,26394.31,RandomForest
46468,25000,10,0.0716275879806249,0.00938437852557345,49.977123,RandomForest
46518,25000,10,0.0716275879806249,0.00938437852557345,49.977123,RandomForest
46553,25000,13,0.2857436741411232,0.0,26042.74,RandomForest
46554,25000,13,0.2857436741411232,0.0,26042.74,RandomForest
46563,25000,13,0.2857436741411232,0.0946492510264265,26042.74,RandomForest
46565,25000,13,0.2857436741411232,0.0946492510264265,26042.74,RandomForest
901,25000,10,0.9958486348395338,0.0074232924913041,0.40244284,SVM
727,25000,10,0.9964861843156044,0.005002768229614,1.3649014,SVM
881,25000,10,0.6762773233203702,0.0,14.160376,RandomForest
42717,25000,9,0.2025012025012025,0.1246445907542115,1219134.9,SVM
1220,25000,9,0.2025012025012025,0.1246445907542115,1219134.9,SVM
251,25000,9,0.5246691467951454,0.5239148755824323,12.771217,SVM
137,25000,9,0.531675039823551,0.0,0.4326131,SVM
44111,25000,7,1.0,0.2143564143795496,0.16336603,RandomForest
44120,25000,7,1.0,0.2143564143795496,0.16336603,RandomForest
44156,25000,8,1.0,0.0,0.24737674,RandomForest
44080,25000,7,1.0,0.0,4.532241,RandomForest
46371,25000,24,0.2680056806654494,0.0509722505549826,21355.105,LogisticRegression
4135,25000,9,0.061435910499724,0.0,169.21786,LogisticRegression
43900,25000,9,0.061435910499724,0.0,169.21786,LogisticRegression
1119,25000,14,0.3171759747102213,0.0,49.977123,RandomForest
41160,25000,22,0.1054120976299964,0.0,49.977123,RandomForest
46373,25000,23,0.2840267077555213,0.2013663898422802,50704.72,LogisticRegression
46548,25000,23,0.2840267077555213,0.2013663898422802,50704.72,LogisticRegression
42477,25000,23,0.2840267077555213,0.2013663898422802,50704.72,LogisticRegression
46374,25000,23,0.2840267077555213,0.2013663898422802,50704.72,LogisticRegression
46375,25000,23,0.2840267077555213,0.2013663898422802,50704.72,LogisticRegression
46568,25000,30,0.0017229634972152,0.0241238419771324,15048.542,LogisticRegression
46455,25000,30,0.0017229634972152,0.0226544389747175,7050.036,LogisticRegression
42493,25000,7,0.80583646344987,0.0,186.50873,LogisticRegression
45037,24780,7,1.0,0.1504041547859669,2291771000.0,RandomForest
821,22784,16,0.4204488778054863,0.1488005209271783,11742.497,RandomForest
843,22784,8,0.4204488778054863,0.09577968288761,4318.026,LogisticRegression
43904,20800,10,0.4745498369488161,0.0,2.7922087,LogisticRegression
43890,20800,11,0.4745498369488161,0.0,2.8619566,RandomForest
823,20640,8,0.7601910284837115,0.3100303622973041,11524.46,RandomForest
45578,20640,8,0.999418773612322,0.3137077848398072,562.8838,LogisticRegression
44090,20634,8,1.0,0.1324565205337741,2.8093421,LogisticRegression
43979,20634,8,1.0,0.1324565205337741,2.8093421,LogisticRegression
45028,20634,8,1.0,0.1324565205337741,2.8093421,LogisticRegression
45025,20634,8,1.0,0.1324565205337741,2.8093421,LogisticRegression
977,20000,16,0.042372439672695,0.1828959228488915,5.2868404,SVM
1120,19020,10,0.5423289004216673,0.2787805963106136,49.78058,SVM
45558,17898,8,0.1008057076080939,0.4322322384455342,125.97768,LogisticRegression
45027,16714,10,1.0,0.1304884230669893,974.79236,LogisticRegression
46376,16714,10,1.0,0.1304884230669893,974.79236,LogisticRegression
45024,16714,10,1.0,0.1304884230669893,974.79236,LogisticRegression
44089,16714,10,1.0,0.1304884230669893,974.79236,LogisticRegression
46543,16714,10,1.0,0.1304884230669893,974.79236,LogisticRegression
44162,16644,17,1.0,0.0,185.19704,LogisticRegression
846,16599,18,0.4472927020664399,0.2073120247003347,74.93707,RandomForest
1046,15545,5,0.4894126664750407,0.1505404179470079,574677.94,SVM
722,15000,48,0.5061753188071092,0.00938437852557345,24.883625,RandomForest
1471,14980,14,0.8142182390698801,0.306038768211342,162.5031,SVM
4154,14240,30,0.0016177815291552,0.0261142662502876,24403.066,LogisticRegression
734,13750,40,0.7356728098964908,0.2253984109393435,35.321796,LogisticRegression
44083,13488,16,1.0,0.1547092845503243,12124.906,RandomForest
44114,13488,16,1.0,0.1547092845503243,12124.906,RandomForest
44123,13488,16,1.0,0.1547092845503243,12124.906,RandomForest
44073,13376,10,1.0,0.2741486190712533,49.977123,RandomForest
44070,13376,10,1.0,0.2741486190712533,49.977123,RandomForest
44085,13376,10,1.0,0.2741486190712533,49.977123,RandomForest
44125,13376,10,1.0,0.2741486190712533,49.977123,RandomForest
44116,13376,10,1.0,0.2741486190712533,49.977123,RandomForest
45020,13272,20,1.0,0.2524192219963753,50637.094,LogisticRegression
45036,13272,21,1.0,0.0,50637.094,LogisticRegression
959,12960,8,0.5,0.0,1.5,RandomForest
45060,12330,17,0.1830742659758203,0.0,656.881,LogisticRegression
45560,12330,17,0.1830742659758203,0.0,808.615,LogisticRegression
310,11183,6,0.02380298452806,0.2439725946940908,3.842708,SVM
4534,11055,30,0.7955172973850901,0.0,1.3943297,RandomForest
1019,10992,16,0.116165718927701,0.2711952124870164,111.688774,SVM
1053,10885,21,0.239890648137601,0.00938437852557345,49.977123,RandomForest
43972,10578,7,0.0,0.0,49.977123,LogisticRegression
44086,10578,7,1.0,0.0,165.65405,LogisticRegression
44117,10578,7,1.0,0.0607443483162419,632.4622,LogisticRegression
44071,10578,7,1.0,0.0,165.65405,LogisticRegression
44126,10578,7,1.0,0.0607443483162419,632.4622,LogisticRegression
44074,10578,7,1.0,0.0,165.65405,LogisticRegression
44082,10082,26,1.0,0.0952957192326956,25.055538,RandomForest
44122,10082,26,1.0,0.0952957192326956,25.055538,RandomForest
44113,10082,26,1.0,0.0952957192326956,25.055538,RandomForest
46298,10000,12,0.567398119122257,0.0357281262695132,2.7448878,SVM
45026,10000,22,1.0,0.3866208107982013,50.281677,LogisticRegression
45023,10000,22,1.0,0.3866208107982013,50.281677,LogisticRegression
976,9961,14,0.1933628848688151,0.2324136642250494,19.102818,LogisticRegression
45554,9871,23,0.9219236760124612,0.0,49.977123,RandomForest
45553,9871,23,0.9219236760124612,0.0,52.67575,LogisticRegression
819,9517,6,0.9889237199582028,0.1279000829964288,8.218667,LogisticRegression
1056,9466,38,0.0072355820387316,0.46099746942305,73483.93,RandomForest
923,8641,4,0.8180096780980434,0.0,1.5617185,RandomForest
833,8192,32,0.4501681713577624,0.0122133634038423,4.0469503,SVM
725,8192,8,0.6769703172978505,0.0085287352065901,4.737446,LogisticRegression
816,8192,8,0.9912493923189112,0.0067370532659309,1.2265311,SVM
735,8192,12,0.4334208223972003,0.2305190310721802,411066.66,RandomForest
761,8192,21,0.4334208223972003,0.2398021379475718,411066.78,LogisticRegression
807,8192,8,0.965451055662188,0.0089673063889852,0.9616876,SVM
752,8192,32,0.9844961240310076,0.0085120234924965,25.471361,RandomForest
24,8124,22,0.9306083650190116,0.0,49.977123,RandomForest
43922,8124,22,0.9306083650190116,0.0,4.5563927,RandomForest
43946,7608,23,1.0,0.0,122.57391,LogisticRegression
44034,7608,23,1.0,0.0,122.57391,LogisticRegression
43976,7608,20,1.0,0.0,122.56528,LogisticRegression
44078,7608,20,1.0,0.0,122.56528,LogisticRegression
44093,7608,20,1.0,0.0,122.56528,LogisticRegression
44157,7608,23,1.0,0.0,122.57391,LogisticRegression
44130,7608,20,1.0,0.1247265057510017,122.57388,LogisticRegression
1496,7400,20,0.9807280513918628,0.0175296343573521,1858.9968,SVM
1507,7400,20,0.9983796921415068,0.1663625846443908,3.9890854,LogisticRegression
803,7129,5,0.8844832143801216,0.1882119460476071,0.010535434,SVM
46280,7043,19,0.3612292230382682,0.0,49.977123,RandomForest
45568,7043,19,0.3612292230382682,0.0,49.977123,RandomForest
847,6574,14,0.87774921451014,0.4874033961466812,18.131676,SVM
46431,5960,20,0.249214001257598,0.00938437852557345,49.977123,RandomForest
46517,5960,20,0.249214001257598,0.00938437852557345,49.977123,RandomForest
1069,5589,36,0.0041322314049586,0.4977819505704084,95136.29,SVM
1021,5473,10,0.1139833095868105,0.2899245800908686,2588.5032,RandomForest
1489,5404,5,0.4154007333682556,0.1260888571079874,1.3019221,RandomForest
1460,5300,2,0.8125854993160054,0.189423166512815,0.18295598,SVM
42192,5278,13,0.8883720930232558,0.0,5.2944207,SVM
42193,5278,13,0.8883720930232558,0.0,5.2944207,SVM
44115,5188,20,1.0,0.3812370146229076,790456.94,LogisticRegression
44124,5188,20,1.0,0.3812370146229076,790456.94,LogisticRegression
44084,5188,20,1.0,0.0,790130.44,LogisticRegression
41146,5124,20,1.0,0.0512197105168446,593.5735,RandomForest
44158,5032,45,1.0,0.0,2016180.2,RandomForest
44185,5032,45,1.0,0.0,2016180.2,RandomForest
40701,5000,20,0.1646866992778942,0.0,62.63659,RandomForest
979,5000,40,0.5114873035066505,0.0885422824757327,4.0193267,SVM
44160,4970,12,1.0,0.0,59.521927,RandomForest
44037,4970,12,1.0,0.0,59.521927,RandomForest
43949,4970,12,1.0,0.0,59.521927,RandomForest
45039,4966,11,1.0,0.0,5.316054,LogisticRegression
43892,4908,16,0.6065466448445171,0.0,22.840391,RandomForest
40983,4839,5,0.0570117955439056,0.2376902952278673,93.80445,RandomForest
1037,4562,14,0.3300291545189504,0.0,49.977123,RandomForest
1558,4521,16,0.13025,0.0,368.88602,LogisticRegression
720,4177,8,0.9928435114503816,0.0,0.8470704,SVM
46358,4156,28,0.111527146295801,0.00938437852557345,49.977123,RandomForest
46359,4156,28,0.111527146295801,0.00938437852557345,49.977123,RandomForest
41156,4147,48,0.3300192431045542,0.00938437852557345,173.20583,LogisticRegression
728,4052,7,0.3151574164232392,0.0566027250825856,16.230923,LogisticRegression
871,3848,5,1.0,0.2965163040822925,0.29253313,RandomForest
38,3772,29,0.0652358090934764,0.0,49.977123,RandomForest
1000,3772,29,0.0835966676242459,0.0,49.977123,RandomForest
41946,3772,29,0.0652358090934764,0.00938437852557345,48.76951,RandomForest
40713,3772,29,0.0156165858912224,0.0,66.51425,LogisticRegression
41005,3660,46,0.781021897810219,0.0,4.7146783,RandomForest
3,3196,36,0.914919113241462,0.0,0.76922816,RandomForest
44072,3172,5,1.0,0.1197293905755423,1.2941828,RandomForest
44087,3172,5,1.0,0.1197293905755423,1.2941828,RandomForest
44127,3172,5,1.0,0.1197293905755423,1.2941828,RandomForest
43973,3172,5,0.0,0.1197293905755423,49.977123,RandomForest
44118,3172,5,1.0,0.1197293905755423,1.2941828,RandomForest
44075,3172,5,1.0,0.1197293905755423,1.2941828,RandomForest
737,3107,6,0.9840357598978288,0.5717853395524489,2797864.0,RandomForest
1024,2796,34,0.3213610586011342,0.0,49.977123,RandomForest
45562,2584,18,0.0704225352112676,0.0,118603.24,SVM
43980,2554,11,1.0,0.2412754098391697,7.994458,LogisticRegression
44091,2554,11,1.0,0.2412754098391697,7.994458,LogisticRegression
41007,2352,46,0.6764076977904491,0.0,5.4784665,RandomForest
40999,2351,46,0.7864741641337386,0.0,5.3109407,RandomForest
958,2310,19,0.1666666666666666,0.00938437852557345,79.90163,LogisticRegression
40704,2201,3,0.4771812080536913,0.1854466468578557,1.1535987,RandomForest
772,2178,3,0.8014888337468983,0.0929841515495026,8.824001,LogisticRegression
44529,2000,7,0.8034265103697025,0.0,87.50306,LogisticRegression
44490,2000,5,0.0570824524312896,0.2212123458137109,96.43982,RandomForest
44393,2000,20,1.0,0.3823753623722721,768390.94,LogisticRegression
44528,2000,7,0.8034265103697025,0.0,124.73535,LogisticRegression
44392,2000,20,1.0,0.3844044953752633,796786.94,LogisticRegression
44386,2000,26,1.0,0.0969338348453705,25.777514,RandomForest
44488,2000,5,0.0570824524312896,0.2432195059339882,111.67778,RandomForest
44387,2000,16,1.0,0.160584581466131,9716.072,RandomForest
44388,2000,16,1.0,0.1550381783853011,14205.434,RandomForest
44489,2000,5,0.0570824524312896,0.2451267709036925,82.54489,RandomForest
44389,2000,16,1.0,0.1585269379914374,12638.494,RandomForest
44494,2000,21,0.9801980198019802,0.2788528273351742,0.065070756,LogisticRegression
44390,2000,16,1.0,0.1680551356583254,10586.008,RandomForest
44491,2000,5,0.0570824524312896,0.2346808407421056,87.55868,RandomForest
44391,2000,16,1.0,0.1553925676631417,9011.215,RandomForest
44497,2000,21,0.9801980198019802,0.2593601444489367,0.08358627,SVM
44492,2000,5,0.0570824524312896,0.2359899367030612,102.49557,RandomForest
44496,2000,21,0.9801980198019802,0.2563451769046648,0.061713018,LogisticRegression
44495,2000,21,0.9801980198019802,0.2669372283149953,0.09305048,LogisticRegression
962,2000,6,0.1111111111111111,0.572757335797526,4760.7217,LogisticRegression
44493,2000,21,0.9801980198019802,0.278609818186254,0.08632149,LogisticRegression
44570,2000,48,0.3297872340425531,0.00938437852557345,169.90083,LogisticRegression
44530,2000,7,0.8034265103697025,0.0,142.92331,LogisticRegression
44531,2000,7,0.8034265103697025,0.0,266.05527,LogisticRegression
44374,2000,7,1.0,0.2774814662568404,0.16173543,RandomForest
44397,2000,10,1.0,0.2786569990300422,48.40747,SVM
44376,2000,7,1.0,0.2895098918683134,0.16577414,RandomForest
44377,2000,10,1.0,0.1896063079502487,0.5029014,RandomForest
44378,2000,10,1.0,0.1884202402690229,0.5071185,RandomForest
44379,2000,10,1.0,0.1881653595486252,0.53880954,RandomForest
44380,2000,10,1.0,0.1927575589096354,0.58191234,RandomForest
995,2000,47,0.1111111111111111,0.2577673485988115,522.649,SVM
44381,2000,10,1.0,0.1946647713301438,0.50498354,RandomForest
44382,2000,26,1.0,0.0988345767512685,25.63125,RandomForest
44383,2000,26,1.0,0.0988566815423161,24.951582,RandomForest
44384,2000,26,1.0,0.0986797298176445,23.855556,RandomForest
44572,2000,48,0.3297872340425531,0.00938437852557345,176.62744,LogisticRegression
44571,2000,48,0.3297872340425531,0.00938437852557345,175.28853,LogisticRegression
44461,2000,17,1.0,0.0,191.62177,LogisticRegression
44569,2000,48,0.3297872340425531,0.00938437852557345,174.22588,LogisticRegression
44568,2000,48,0.3297872340425531,0.00938437852557345,168.60855,LogisticRegression
44532,2000,7,0.8034265103697025,0.0,172.57568,LogisticRegression
44385,2000,26,1.0,0.0965557492507993,24.825819,RandomForest
44462,2000,17,1.0,0.0,221.44836,LogisticRegression
44453,2000,32,1.0,0.0,10135.248,RandomForest
44460,2000,17,1.0,0.0,176.99748,LogisticRegression
44409,2000,5,1.0,0.1111609692377611,1.2477424,SVM
44424,2000,20,1.0,0.1246029469102727,321.634,LogisticRegression
44423,2000,20,1.0,0.1285884961865584,175.55879,LogisticRegression
44422,2000,24,1.0,0.0880505946218961,0.28530878,LogisticRegression
44421,2000,24,1.0,0.0880505946218961,0.28530878,LogisticRegression
44420,2000,24,1.0,0.0830975276409635,0.2741461,LogisticRegression
44419,2000,24,1.0,0.0832364285766162,0.33315995,LogisticRegression
44418,2000,24,1.0,0.0842698612687748,0.34455568,LogisticRegression
44417,2000,24,1.0,0.083978288510057,0.27962753,LogisticRegression
44411,2000,5,1.0,0.1221018939275466,1.2990648,SVM
44410,2000,5,1.0,0.116794315437235,1.2744893,SVM
44396,2000,20,1.0,0.3869594625847498,838983.9,LogisticRegression
44426,2000,20,1.0,0.1267218227595375,216.13023,LogisticRegression
44408,2000,5,1.0,0.1135984277371015,1.2534482,SVM
44407,2000,5,1.0,0.1228656390073893,1.3022684,SVM
44406,2000,7,1.0,0.0679174976729118,615.131,LogisticRegression
44405,2000,7,1.0,0.0654488058187911,604.14276,LogisticRegression
44404,2000,7,1.0,0.0665647647136098,668.4518,LogisticRegression
44403,2000,7,1.0,0.0647330741909402,607.7139,LogisticRegression
44402,2000,7,1.0,0.0642512906896578,780.90845,LogisticRegression
44401,2000,10,1.0,0.2825782521740507,49.779957,RandomForest
44400,2000,10,1.0,0.2849041605870228,53.52114,SVM
44399,2000,10,1.0,0.2795180762989978,47.897972,SVM
44425,2000,20,1.0,0.12551812691408,116.07045,LogisticRegression
44427,2000,20,1.0,0.1290315505124731,233.58667,LogisticRegression
44459,2000,17,1.0,0.0,158.27478,LogisticRegression
44449,2000,12,1.0,0.0,65.5834,RandomForest
44458,2000,17,1.0,0.0,181.15205,LogisticRegression
44457,2000,32,1.0,0.0,14318.712,RandomForest
44456,2000,32,1.0,0.0,7041.01,RandomForest
44455,2000,32,1.0,0.0,10291.435,RandomForest
44454,2000,32,1.0,0.0,6041.5537,RandomForest
44643,2000,36,0.9157088122605364,0.0,0.7654379,RandomForest
44452,2000,12,1.0,0.0,49.866047,RandomForest
44451,2000,12,1.0,0.0,65.2366,RandomForest
44394,2000,20,1.0,0.3839422400681998,787909.9,LogisticRegression
44450,2000,12,1.0,0.0,58.61611,RandomForest
44395,2000,20,1.0,0.3796065298281659,786790.7,LogisticRegression
44433,2000,8,1.0,0.0,0.17181504,RandomForest
44448,2000,12,1.0,0.0,57.867905,RandomForest
44442,2000,23,1.0,0.0,233.58667,LogisticRegression
44441,2000,23,1.0,0.0,216.13026,LogisticRegression
44440,2000,23,1.0,0.0,116.07047,LogisticRegression
44439,2000,23,1.0,0.0,321.634,LogisticRegression
44438,2000,23,1.0,0.0,175.5588,LogisticRegression
44437,2000,8,1.0,0.0,0.27387047,RandomForest
44436,2000,8,1.0,0.0,0.27673087,RandomForest
44435,2000,8,1.0,0.0,0.16449426,RandomForest
44434,2000,8,1.0,0.0,0.2885417,RandomForest
44375,2000,7,1.0,0.2774580616034523,0.1568311,RandomForest
44710,2000,9,0.0615711252653927,0.0,297.52286,LogisticRegression
44758,2000,32,0.1402508551881414,0.0,49.977123,RandomForest
44773,2000,8,0.1383039271485486,0.0,1203.0343,LogisticRegression
44368,2000,11,1.0,0.245084846493243,7.983821,RandomForest
44764,2000,11,0.2026458208057727,0.0,4.1231686e+16,LogisticRegression
44762,2000,32,0.1402508551881414,0.0,49.977123,RandomForest
44761,2000,32,0.1402508551881414,0.0,49.977123,RandomForest
44760,2000,32,0.1402508551881414,0.0,49.977123,RandomForest
44759,2000,32,0.1402508551881414,0.0,49.977123,RandomForest
44727,2000,14,0.3149243918474688,0.0,49.977123,RandomForest
44774,2000,8,0.1383039271485486,0.0,260.3858,LogisticRegression
44726,2000,14,0.3149243918474688,0.0,49.977123,RandomForest
44725,2000,14,0.3149243918474688,0.0,49.977123,RandomForest
44724,2000,14,0.3149243918474688,0.0,49.977123,RandomForest
44723,2000,14,0.3149243918474688,0.0,49.977123,RandomForest
44712,2000,9,0.0615711252653927,0.0,233.73012,LogisticRegression
44711,2000,9,0.0615711252653927,0.0,438.48004,LogisticRegression
44369,2000,11,1.0,0.2390426457406317,8.10014,RandomForest
44709,2000,9,0.0615711252653927,0.0,296.1785,LogisticRegression
44708,2000,9,0.0615711252653927,0.0,451.52756,LogisticRegression
44367,2000,11,1.0,0.2419628584115793,10.080878,LogisticRegression
44775,2000,8,0.1383039271485486,0.0,42.665245,LogisticRegression
44355,2000,10,1.0,0.1352113348855715,1161.3868,LogisticRegression
44345,2000,10,1.0,0.128332079088554,1158.7311,LogisticRegression
44346,2000,10,1.0,0.128332079088554,1158.7311,LogisticRegression
44347,2000,10,1.0,0.128332079088554,1158.7311,LogisticRegression
44348,2000,10,1.0,0.128332079088554,1158.7311,LogisticRegression
44349,2000,10,1.0,0.1361472239745027,939.4243,LogisticRegression
44350,2000,10,1.0,0.1352113348855715,1161.3868,LogisticRegression
44351,2000,10,1.0,0.1382752589548709,1086.638,LogisticRegression
44352,2000,10,1.0,0.131970438358103,926.3827,LogisticRegression
44353,2000,10,1.0,0.128332079088554,1158.7311,LogisticRegression
44354,2000,10,1.0,0.1361472239745027,939.4243,LogisticRegression
44356,2000,10,1.0,0.1382752589548709,1086.638,LogisticRegression
44776,2000,8,0.1383039271485486,0.0,537.068,LogisticRegression
44357,2000,10,1.0,0.128332079088554,1158.7311,LogisticRegression
44358,2000,10,1.0,0.1361472239745027,939.4243,LogisticRegression
44359,2000,10,1.0,0.1352113348855715,1161.3868,LogisticRegression
44360,2000,10,1.0,0.1382752589548709,1086.638,LogisticRegression
44361,2000,10,1.0,0.131970438358103,926.3827,LogisticRegression
44362,2000,8,1.0,0.1384818826365941,26.964005,LogisticRegression
44363,2000,8,1.0,0.1600409641551758,9.016065,LogisticRegression
44364,2000,8,1.0,0.1497794826874836,8.006063,LogisticRegression
44365,2000,8,1.0,0.1372194472099149,106.43746,LogisticRegression
44777,2000,8,0.1383039271485486,0.0,327.48846,LogisticRegression
44366,2000,8,1.0,0.1483018947588459,4.453264,LogisticRegression
44398,2000,10,1.0,0.2967018991601502,47.456944,LogisticRegression
44370,2000,11,1.0,0.2395693496323171,6.02809,LogisticRegression
44661,2000,20,0.1648223645894001,0.0,92.77253,RandomForest
44674,2000,30,0.7953321364452424,0.0,1.3637289,SVM
44673,2000,30,0.7953321364452424,0.0,1.3734307,SVM
44676,2000,30,0.7953321364452424,0.0,1.3937101,RandomForest
44677,2000,30,0.7953321364452424,0.0,1.4149631,SVM
44678,2000,20,1.0,0.0559081146729161,558.8896,LogisticRegression
44662,2000,20,0.1648223645894001,0.0,126.549065,RandomForest
44679,2000,20,1.0,0.0574443564500696,649.8736,LogisticRegression
